,index,count,cum_sum,cum_percent,meal_super_category
1050,Abend 1,56,4356758,99.69595279,
1051,Tellergericht Vegan,56,4356814,99.69723424,
1052,Beilagen 2,55,4356869,99.69849281,
1053,Wok am Grill,55,4356924,99.69975138,
1054,Pizza &amp; Pasta - Theke,55,4356979,99.70100994,
1055,HEIMSPIEL | EG Süd - 11:30 - 14:30 Uhr Ampelcounter,54,4357033,99.70224563,
1056,Auszeit Salat,54,4357087,99.70348131,
1057,Cafe,54,4357141,99.704717,
1058,Ausgabe 1 Mensaessen To-Go Fleischlose Alternative,54,4357195,99.70595268,
1059,xEssen 1,54,4357249,99.70718837,
1060,Ausgabe 1 Mensaessen To-Go,54,4357303,99.70842406,
1061,Abendmensa 8,54,4357357,99.70965974,
1062,"Pasta - Buffet, Gratins, Back-kartoffel & Beilagen",53,4357410,99.71087254,
1063,Extra: Crisp Cut Potatoes,53,4357463,99.71208534,
1064,Extra: Potato Wedges,53,4357516,99.71329815,
1065,Veggie: Süßkartoffel Rucola-Burger,53,4357569,99.71451095,
1066,Veggie: Veganer Blumenkohl-Kartoffel-Burger,53,4357622,99.71572375,
1067,Fleisch: Big Steakhouse Burger,53,4357675,99.71693655,
1068,Veggie: Chili con Quinoa-Burger,53,4357728,99.71814936,
1069,Extra: Twister Pommes,53,4357781,99.71936216,
1070,Fleisch: Jäger Burger,53,4357834,99.72057496,
1071,Fleisch: Schwoba Burger,53,4357887,99.72178776,
1072,Fleisch: Steakhouse Burger,53,4357940,99.72300056,
1073,Extra: Rustic Twist,53,4357993,99.72421337,
1074,Veggie: mediterraner Frischkäse-Bruger,53,4358046,99.72542617,
1075,Extra: Fry 'n Dip Pommes,53,4358099,99.72663897,
1076,Fleisch: crunchy Chicken Burger,53,4358152,99.72785177,
1077,Fleisch: Homestyle Burger,53,4358205,99.72906457,
1078,Veggie: Feta Burger,53,4358258,99.73027738,
1079,Abend 2,53,4358311,99.73149018,
1080,Bioessen (DE-ÖKO-006),52,4358363,99.7326801,
1081,Abendmensa 2,52,4358415,99.73387002,
1082,SpÃ¤tausgabe und Abendessen,52,4358467,99.73505994,
1083,Suppenangebot,51,4358518,99.73622697,
1084,Heiße Theke - Süßspeise,51,4358569,99.73739401,
1085,Focaccia Italia,50,4358619,99.73853816,
1086,"Dessert 0,80",50,4358669,99.73968231,
1087,Menü mit Fleisch/Fisch,50,4358719,99.74082647,
1088,Frohe Festtage,50,4358769,99.74197062,
1089,Abend 5,49,4358818,99.74309189,
1090,Rind Vegan,49,4358867,99.74421316,
1091,Heimspiel Sozial,49,4358916,99.74533443,
1092,Cafeteria Angebot von 8:00-16:30 Uhr,49,4358965,99.7464557,
1093,Wahlbuffet (2),49,4359014,99.74757697,
1094,Tagesangebot 6,49,4359063,99.74869824,
1095,Lassi,49,4359112,99.74981951,
1096,Blondie,49,4359161,99.75094078,
1097,Brownie,49,4359210,99.75206205,
1098,Nudelbar,48,4359258,99.75316044,
1099,Winterbowls,48,4359306,99.75425882,
1100,Abend 3,48,4359354,99.75535721,
1101,Burger 2,48,4359402,99.7564556,
1102,mensaVital vegan 2,47,4359449,99.7575311,
1103,Vegane Küche,47,4359496,99.7586066,
1104,Ma(h)l vegan,47,4359543,99.75968211,
1105,MG Nord 11:30 - 15:00 Uhr,47,4359590,99.76075761,
1106,Sommer Baguette,47,4359637,99.76183312,
1107,Spargel,47,4359684,99.76290862,
1108,KoeriWerk,47,4359731,99.76398412,
1109,Hauptkomponente 2,47,4359778,99.76505963,
1110,Tellergericht Grill,47,4359825,99.76613513,
1111,Tellergericht Pizza,46,4359871,99.76718775,
1112,Vegeteran,46,4359917,99.76824037,
1113,Querbeet St,46,4359963,99.76929299,
1114,Heiße Theke Tagestipp,46,4360009,99.77034561,
1115,Fix und Fertig,46,4360055,99.77139824,
1116,Pasta nach Gewicht (pro 100g),46,4360101,99.77245086,
1117,Barley Bowl,46,4360147,99.77350348,
1118,Tellergericht    ,45,4360192,99.77453321,
1119,Mensaessen To-Go,45,4360237,99.77556295,
1120,Mensaessen To-Go Fleischlose Alternative,45,4360282,99.77659269,
1121,Lenzweck Sandwich,45,4360327,99.77762243,
1122,Menüvorschlag vegan,45,4360372,99.77865216,
1123,Menseria,44,4360416,99.77965902,
1124,Gut & GÃ¼nstig 2,44,4360460,99.78066587,
1125,xXx Brunch⁵⁵ xXx,44,4360504,99.78167273,
1126,mensaVital 2,44,4360548,99.78267958,
1127,Ramen,43,4360591,99.78366355,
1128,Komponente 2 pro Portion oder nach Gewicht (pro 100g),43,4360634,99.78464753,
1129,Feiertag,43,4360677,99.7856315,
1130,Abendaktion,43,4360720,99.78661547,
1131,Heimspiel St,43,4360763,99.78759944,
1132,Tellergericht Fleisch,43,4360806,99.78858341,
1133,Tipp,43,4360849,99.78956738,
1134,Abend - Grill-Diner,42,4360891,99.79052847,
1135,Abendmensa 3,41,4360932,99.79146668,
1136,"Abend - Pasta, Pasta",41,4360973,99.79240488,
1137,Leichte Küche Kombi,41,4361014,99.79334309,
1138,Viva la Mexiko,40,4361054,99.79425841,
1139,Menü 1 Tagestipp,40,4361094,99.79517373,
1140,Abendangebot 15:00 - 18:00 Uhr,40,4361134,99.79608906,
1141,Auswahlgericht 2,40,4361174,99.79700438,
1142,Salat B,40,4361214,99.7979197,
1143,Tagesgericht mit 2 Beilagen ...,39,4361253,99.79881214,
1144,mensaVital-Aktion,39,4361292,99.79970458,
1145,Tagesdessert ,39,4361331,99.80059702,
1146,Tagesgericht mit 2 Beilagen .,39,4361370,99.80148946,
1147,Tagesgericht mit 2 Beilagen ..,39,4361409,99.8023819,
1148,Bistro Tagesgericht,39,4361448,99.80327434,
1149,ab 14 Uhr,39,4361487,99.80416678,
1150,Grill - Menü,38,4361525,99.80503633,
1151,Tellergericht 4 c,38,4361563,99.80590589,
1152,Ma(h)l mit Fleisch,38,4361601,99.80677545,
1153,Dessert Mensen Preis 3,38,4361639,99.807645,
1154,Vegan 2,38,4361677,99.80851456,
1155,Wahlbuffet Weihnachtsmarktbuffet,38,4361715,99.80938411,
1156,Tellergericht Veggie,37,4361752,99.81023079,
1157,Grillgericht III,37,4361789,99.81107746,
1158, Mensa Local ,37,4361826,99.81192413,
1159,Wahlbuffet Sommer special,37,4361863,99.81277081,
1160,Beilagen + Desserts,37,4361900,99.81361748,
1161,Cafeteria Pizza StraNa,37,4361937,99.81446415,
1162,Ma(h)l vegetarisch,36,4361973,99.81528794,
1163,Imbiss 3,36,4362009,99.81611173,
1164,Pasta nach Gewicht (Preis pro 100 g)  ,36,4362045,99.81693552,
1165,Worldwide St,36,4362081,99.81775931,
1166,Tellergericht spezial vegan,36,4362117,99.8185831,
1167,Eintopf Einlage,36,4362153,99.81940689,
1168,kombinierBar (wöchentlich wechselnd),36,4362189,99.82023068,
1169,Schalter 2: Grüne Mensa,35,4362224,99.82103159,
1170,Am Grill,35,4362259,99.8218325,
1171,Türkische Woche,35,4362294,99.82263341,
1172,xXx Cafeteria xXx,35,4362329,99.82343431,
1173,Komponente 3 ,35,4362364,99.82423522,
1174,Vegetarisch/Vegan pro Portion oder nach Gewicht (pro 100g),35,4362399,99.82503613,
1175,Eintopf.,34,4362433,99.82581415,
1176,Gemüsegarten ,34,4362467,99.82659217,
1177,HEIMSPIEL | MG Nord 11.30 - 14.15 Uhr,33,4362500,99.82734732,
1178,Heute am Aktionsstand (WOK) ..,33,4362533,99.82810246,
1179,Schnitzel-Burger-Bar,33,4362566,99.8288576,
1180,Abend 4,33,4362599,99.82961274,
1181,Angebot 15,33,4362632,99.83036788,
1182,Wahlbuffet Winterspecial,33,4362665,99.83112302,
1183,Auswahlgericht vegan 2,32,4362697,99.83185528,
1184,Komponente 3 pro Portion oder nach Gewicht (pro 100g),32,4362729,99.83258754,
1185,"Buntes aus unserer Salatwerkstatt, heute",32,4362761,99.83331979,
1186,Abendmensa 4,31,4362792,99.83402917,
1187,veganes Angebot - vegane Küche,31,4362823,99.83473854,
1188,Aktion Erlenring,31,4362854,99.83544792,
1189,MensaVital pro Portion oder nach Gewicht (pro 100g),31,4362885,99.83615729,
1190,"Mediterran Beilagen 0,75",31,4362916,99.83686667,
1191,HEIMSPIEL | MG Nord 11.30 - 14.30 Uhr,31,4362947,99.83757604,
1192,Pasta zur Selbstentnahme,31,4362978,99.83828542,
1193,Linie 4/5 G&G-Gerichte To-Go,30,4363008,99.83897191,
1194,Aufläufe & Suppen,30,4363038,99.8396584,
1195,Ma(h)l dazu,30,4363068,99.84034489,
1196,Empfehlung des Tages - Coca-Cola Kombimenü,30,4363098,99.84103139,
1197,Heiße Theke Wok,30,4363128,99.84171788,
1198,MEISTERWERK | EG Süd - 11:30 - 14:30 Uhr Ampelcounter,30,4363158,99.84240437,
1199,Wok - Menü,30,4363188,99.84309086,
1200,Menü 2 mit drei Beilagen.,30,4363218,99.84377735,
1201,zzzSättigungsbeilagen,29,4363247,99.84444096,
1202,Jubiläumsangebot,29,4363276,99.84510457,
1203,Wahlbuffet Herbst special,29,4363305,99.84576818,
1204,Dessert Mensen Preis 2,29,4363334,99.84643179,
1205,Spätausgabe Abendessen,29,4363363,99.8470954,
1206,Weihnachtsmenü,29,4363392,99.847759,
1207, Stärkebeilage 3 ,29,4363421,99.84842261,
1208,American Way of Life,29,4363450,99.84908622,
1209,Flammkuchen,29,4363479,99.84974983,
1210,Vegetarisch Wild,28,4363507,99.85039056,
1211,-,28,4363535,99.85103128,
1212,Abendmensa 6,28,4363563,99.85167201,
1213,Burger 1,28,4363591,99.85231273,
1214,Angebot 4 in der Cafeteria,28,4363619,99.85295346,
1215,Beilagen 3,28,4363647,99.85359418,
1216,Abend Ausgabe A2,28,4363675,99.85423491,
1217,Abendmensa 7,28,4363703,99.85487564,
1218,"Beilagen, Desserts",28,4363731,99.85551636,
1219,Fisch Vegan,27,4363758,99.8561342,
1220,Wok - mensaVital,27,4363785,99.85675205,
1221,Tellergericht Pasta,27,4363812,99.85736989,
1222,Biogericht 7,27,4363839,99.85798773,
1223, Mensa Global ,27,4363866,99.85860557,
1224,am Grill,27,4363893,99.85922342,
1225,Abendmensa,27,4363920,99.85984126,
1226,Am Wok,27,4363947,99.8604591,
1227,Info 3,26,4363973,99.86105406,
1228,Essen Abendmensa BuFra,26,4363999,99.86164902,
1229,Mensa Eintopf,26,4364025,99.86224398,
1230,zzzVegetarisches Gericht,26,4364051,99.86283894,
1231,Hot Dog,25,4364076,99.86341102,
1232,FoodHopper,25,4364101,99.86398309,
1233,Hausgemachte frische Pasta,25,4364126,99.86455517,
1234,Vegetarisch 2,25,4364151,99.86512725,
1235,Salat Bowl,25,4364176,99.86569932,
1236,Frisch aus dem Wok,25,4364201,99.8662714,
1237,Aktion: Schwein,25,4364226,99.86684348,
1238,Klimateller,25,4364251,99.86741555,
1239,Frische Pasta heute,24,4364275,99.86796475,
1240,In der Cafeteria,24,4364299,99.86851394,
1241,Grillstand vor dem Haus,24,4364323,99.86906313,
1242,Eintopf vegetarisch,24,4364347,99.86961233,
1243, Mensa Fresh ,24,4364371,99.87016152,
1244, Hauptgericht KM 4 ,24,4364395,99.87071071,
1245,Mensa Vital  ,23,4364418,99.87123702,
1246,Abendgericht 1,23,4364441,99.87176333,
1247,Pasta - Menü,23,4364464,99.87228964,
1248,Komponente 2 ,23,4364487,99.87281595,
1249,Grillecke,23,4364510,99.87334227,
1250,xWOK 2 - mitFleisch/Fisch,23,4364533,99.87386858,
1251,Freeflow,23,4364556,99.87439489,
1252,Mensa vegan / Theke 1 + 6,23,4364579,99.8749212,
1253,Turm 2a,22,4364601,99.87542462,
1254,Express-Angebot / Theke 4,22,4364623,99.87592805,
1255,Cafeteria Angebot von 8:00-15:30 Uhr:,22,4364645,99.87643148,
1256,Spargelwoche,22,4364667,99.87693491,
1257,mensaVital vegetarisch,22,4364689,99.87743833,
1258,Salat & Dessert III,21,4364710,99.87791888,
1259,Vegane Aktion ..,21,4364731,99.87839942,
1260,Catch of the day,21,4364752,99.87887997,
1261,Schalter 4: Mensa Spezial,21,4364773,99.87936051,
1262,Frühstücksangebot,21,4364794,99.87984105,
1263,Cafeteria Angebot von 8:00-15:30 Uhr!,21,4364815,99.8803216,
1264,Last-Minute ab 14.30 UHR,21,4364836,99.88080214,
1265,Campus Cooking,21,4364857,99.88128269,
1266,Salat & Dessert II,21,4364878,99.88176323,
1267,Nudeltheke nach Gewicht (Preis pro 100 g),21,4364899,99.88224378,
1268,Menüvorschlag vegetarisch / Theke 1+6,21,4364920,99.88272432,
1269,Bioessen,21,4364941,99.88320486,
1270,Asia II,21,4364962,99.88368541,
1271,Asia III,21,4364983,99.88416595,
1272,aus dem Wok,21,4365004,99.8846465,
1273,Unser Angebot to go,21,4365025,99.88512704,
1274,Tagesaktion...,21,4365046,99.88560759,
1275,Classic 4,21,4365067,99.88608813,
1276,Mensa Vital   ,20,4365087,99.88654579,
1277,Theke 2,20,4365107,99.88700345,
1278,Schönes Wochenende,20,4365127,99.88746111,
1279,zzzHauptkomponente,20,4365147,99.88791877,
1280,Ausgabe 1 Mensaessen To-Go an der Ausgabe 1,20,4365167,99.88837644,
1281,Ausgabe 1 Mensaessen To-Go an der Ausgabe 1 Fleischlose Alternative,20,4365187,99.8888341,
1282,Tellergericht Wok,20,4365207,99.88929176,
1283,Pizza - Menü,20,4365227,99.88974942,
1284,An unserer Aktionstheke,20,4365247,99.89020708,
1285,Aktion Speisesaal,19,4365266,99.89064186,
1286,Fisch Vegan MSC Fisch,19,4365285,99.89107664,
1287,Aktion 2,19,4365304,99.89151141,
1288,Angebot im Foyer,19,4365323,99.89194619,
1289,Essen 15,19,4365342,99.89238097,
1290,am Wok,19,4365361,99.89281575,
1291,sonstiges,19,4365380,99.89325053,
1292,Cafeteria Angebot von 8:00-14:30 Uhr:,19,4365399,99.89368531,
1293,Abendangebot - ab 15.00 Uhr,19,4365418,99.89412008,
1294,Bio Menü,19,4365437,99.89455486,
1295,Eintopf 2,19,4365456,99.89498964,
1296,Hauptkomponente 3,19,4365475,99.89542442,
1297,Eintopf (Tagesangebot),18,4365493,99.89583631,
1298,Menü 2.,18,4365511,99.89624821,
1299,[pizza]werkPizza11:30-13:30 UhrTo-Go,18,4365529,99.8966601,
1300,Tellergericht spezial vegetarisch,18,4365547,99.897072,
1301,Pasta Buffet pro 100g,18,4365565,99.89748389,
1302,"Beilagen, Salatbuffet,",18,4365583,99.89789579,
1303,Lamm,18,4365601,99.89830768,
1304,WOK-Gericht,18,4365619,99.89871958,
1305,Komponente 4  ,18,4365637,99.89913147,
1306,Weihnachtswoche,18,4365655,99.89954337,
1307,Eintopf / Suppen,18,4365673,99.89995526,
1308,Heute am Aktionsstand ,17,4365690,99.90034428,
1309,Cafeteria Angebot von 8:00-15:00 Uhr!,17,4365707,99.90073329,
1310,Angebot d. Tages vegan,17,4365724,99.9011223,
1311,Pastatheke 1,17,4365741,99.90151131,
1312,xSchneller Teller,17,4365758,99.90190032,
1313,Pastasoße,17,4365775,99.90228934,
1314,Spezialmenü,17,4365792,99.90267835,
1315,Aktionsbeilage Stärke 3,17,4365809,99.90306736,
1316,Informationen,17,4365826,99.90345637,
1317,Heute am Aktionsstand (WOK) 3,16,4365842,99.9038225,
1318,Beilage Standard A,16,4365858,99.90418863,
1319,Imbiss 4,16,4365874,99.90455476,
1320,Beilage Pommes,16,4365890,99.90492089,
1321,Gut &amp; Günstig,16,4365906,99.90528702,
1322,Brunchteller,16,4365922,99.90565315,
1323,Cafeteria Angebot StraNa,16,4365938,99.90601927,
1324,NUR KALKULATION!,16,4365954,99.9063854,
1325,mensaVital vegetarisch 2,16,4365970,99.90675153,
1326,Sonderveranstaltungen,16,4365986,99.90711766,
1327,Tellergericht Süßspeise,16,4366002,99.90748379,
1328,Pastatheke 2,16,4366018,99.90784992,
1329,Pinsa,16,4366034,99.90821605,
1330,In unserer Kühlvitrine,16,4366050,99.90858218,
1331,Vegan pro Portion oder nach Gewicht (pro 100g),16,4366066,99.90894831,
1332,Wahlbuffet Asia-buffet,15,4366081,99.90929155,
1333,Weihnachtsessen,15,4366096,99.9096348,
1334,Schalter 1: Bio-Mensa,15,4366111,99.90997804,
1335,Weihnachtswochen,15,4366126,99.91032129,
1336,Menü 2 Hamburger woche,15,4366141,99.91066454,
1337,WM Aktion,15,4366156,99.91100778,
1338,Komponente 1 ,15,4366171,99.91135103,
1339,Wahlbuffet Fischwoche,15,4366186,99.91169427,
1340,Durch Deutschlands Regionen-Heute,15,4366201,99.91203752,
1341,Wahlbuffet Hot dog trifft currywurst,15,4366216,99.91238076,
1342,Pasta nach Gewicht (Preis pro 100 g)   ,15,4366231,99.91272401,
1343,Aktion: Fisch,15,4366246,99.91306726,
1344,Im Erdgeschoss,15,4366261,99.9134105,
1345,Winterbowls 2,15,4366276,99.91375375,
1346,Sonderaktion,15,4366291,99.91409699,
1347,Ökoessen ,15,4366306,99.91444024,
1348,Wahlbuffet Spargelgala,15,4366321,99.91478349,
1349,"Aufläufe, Gratin & Co",15,4366336,99.91512673,
1350,AKTION,14,4366350,99.91544709,
1351,Jubiläumsangebot.,14,4366364,99.91576746,
1352,Heute am Aktionsstand.,14,4366378,99.91608782,
1353,Angebot zur russischen Woche,14,4366392,99.91640818,
1354,Tagesaktion....,14,4366406,99.91672855,
1355,Tagespreis,14,4366420,99.91704891,
1356,Aktion-Weltvegantag,14,4366434,99.91736927,
1357,xVeganes Gericht,14,4366448,99.91768963,
1358,STUDY & FIT,14,4366462,99.91801,
1359,Achtung,14,4366476,99.91833036,
1360,Heute in der Cafeteria!,14,4366490,99.91865072,
1361,MG Nord 11.30 - 14.30 Uhr,14,4366504,99.91897109,
1362,Schnitzel,14,4366518,99.91929145,
1363,Heute unser Pasta-Angebot,14,4366532,99.91961181,
1364,Themenpark Komponeten,14,4366546,99.91993217,
1365,Frische Pasta,13,4366559,99.92022965,
1366,Suppe & Co 1,13,4366572,99.92052713,
1367,Biogericht 8,13,4366585,99.92082461,
1368,Spaghetteria,13,4366598,99.92112209,
1369,In unserer Kühltheke,13,4366611,99.92141957,
1370,Tagesaktion 7,13,4366624,99.92171705,
1371,Nacht der Klänge,13,4366637,99.92201453,
1372,Ausgabe 1 -Poutine- canadian streetfood Fleischlose Alternative,13,4366650,99.92231201,
1373,Tagesangebot 2,13,4366663,99.92260949,
1374,Tagesangebot 7,13,4366676,99.92290697,
1375,Unser Angebot,13,4366689,99.92320445,
1376,Ausgabe 1 -Poutine- canadian streetfood,13,4366702,99.92350193,
1377,Menü 1 mit drei Beilagen.,12,4366714,99.92377653,
1378,Tellergericht spezial,12,4366726,99.92405113,
1379,xXx Salatbar⁵⁵ xXx,12,4366738,99.92432572,
1380,Wok-Gericht,12,4366750,99.92460032,
1381,HEIMSPIEL | MG Nord 11.30 - 15.00 Uhr,12,4366762,99.92487492,
1382,Wok &amp; Grill,12,4366774,99.92514951,
1383,Unser veganes Angebot,12,4366786,99.92542411,
1384,Fraunhofer,12,4366798,99.92569871,
1385,Pasta wahlweise mit,12,4366810,99.9259733,
1386,Aktions-theke,12,4366822,99.9262479,
1387,The good old Germany,12,4366834,99.9265225,
1388,zzz Veganes Gericht NEU,12,4366846,99.92679709,
1389,Vegetarisch Lamm,12,4366858,99.92707169,
1390,Linie 2Gut & Günstig,12,4366870,99.92734629,
1391,Komponente 7,12,4366882,99.92762088,
1392,Fintesscenter,12,4366894,99.92789548,
1393,Cafeteria Süffiges StraNa,12,4366906,99.92817008,
1394,Cafeteria Salatbar StraNa,12,4366918,99.92844467,
1395,Angebot zum Weltvegantag,12,4366930,99.92871927,
1396,Tagesangebot ,12,4366942,99.92899387,
1397," Heute kein Angebot Mensa vital, dafür Ausgabe Asia Theke",12,4366954,99.92926846,
1398,Herbstfestangebot,11,4366965,99.92952018,
1399,Foodsaver-Aktion,11,4366976,99.92977189,
1400,Komponente 2   ,11,4366987,99.9300236,
1401,Weißwurst-Aktion,11,4366998,99.93027532,
1402,"In der Mensa ""Fraunhofer-Campus""",11,4367009,99.93052703,
1403,Aktionswoche Australien,11,4367020,99.93077874,
1404,Bio-Menü Alle Menü kompo-nenten auch einzeln erhältlich,11,4367031,99.93103046,
1405,Aktons-Theke,11,4367042,99.93128217,
1406,Ausgabe 1 Mensaessen-To-Go an der Ausgabe 1,11,4367053,99.93153389,
1407,Suppe &amp; Co,11,4367064,99.9317856,
1408,Aktionswoche Kanada,11,4367075,99.93203731,
1409,Ausgabe 1 Mensaessen-To-Go an der Ausgabe 1 Fleischlose Alternative,11,4367086,99.93228903,
1410,Am Grill auf der Terrasse,11,4367097,99.93254074,
1411,Tagesaktion.....,11,4367108,99.93279245,
1412,La Dolce Vita,11,4367119,99.93304417,
1413,Mensa vegetarisch /  Theke 1 + 6,10,4367129,99.933273,
1414,Ausgabe 2/3,10,4367139,99.93350183,
1415,Rote Theke - (Empfehlung des Tages),10,4367149,99.93373066,
1416,Aktion - Menü,10,4367159,99.93395949,
1417,Grüne Theke - (Vegetarisches Gericht),10,4367169,99.93418832,
1418,Schnitzel Burger,10,4367179,99.93441715,
1419,Schwein MSC Fisch,10,4367189,99.93464598,
1420,Gelbe Theke - (Angebot mit Fleisch oder Fisch),10,4367199,99.93487481,
1421,Aktionsstand ,10,4367209,99.93510364,
1422,Linie 5 Vegane Linie,10,4367219,99.93533247,
1423,Aktion der Woche :,10,4367229,99.9355613,
1424,Aktion ..,10,4367239,99.93579013,
1425,Aktionswoche Streetfood-woche,10,4367249,99.93601897,
1426,Topf und Pfanne,10,4367259,99.9362478,
1427,Fleisch und Fisch,10,4367269,99.93647663,
1428,QUERBEET | MG Nord 11.30 - 15.00 Uhr,10,4367279,99.93670546,
1429,"Grill Beilagen 0,90",10,4367289,99.93693429,
1430,Querbeet Vegan,10,4367299,99.93716312,
1431,Aktionswoche Indische woche,10,4367309,99.93739195,
1432,HEIMSPIEL | EG Nord ab 14:30 Uhr,10,4367319,99.93762078,
1433,Wildwoche,10,4367329,99.93784961,
1434,Aktion:,10,4367339,99.93807844,
1435,Bio-Menü Alle Menü- kompo-nenten auch einzeln erhältlich,10,4367349,99.93830727,
1436,Komponente 2 - vegan,10,4367359,99.9385361,
1437,Brunch '55,10,4367369,99.93876493,
1438,xWOK 1 - vegan,10,4367379,99.93899376,
1439,zzz Fleischgericht NEU,10,4367389,99.93922259,
1440,Cafeteria Angebot 8:00 - 14:30 Uhr,9,4367398,99.93942854,
1441,Cafereria Menü,9,4367407,99.93963449,
1442,zzzPasta-Teller,9,4367416,99.93984044,
1443,Tellergericht 6,9,4367425,99.94004638,
1444,Imbissgericht,9,4367434,99.94025233,
1445,Beilagen Mensen Preis 3,9,4367443,99.94045828,
1446,Offre la casa,9,4367452,99.94066423,
1447,Angebot im ERDGESCHOSS,9,4367461,99.94087017,
1448,Gratin,9,4367470,99.94107612,
1449,Schneller Teller NEU,9,4367479,99.94128207,
1450,Cafeteria Angebot von 8:00-15:00 Uhr,9,4367488,99.94148802,
1451,[kœri]werk11-14:30 Uhr,9,4367497,99.94169396,
1452,Aktuelle Hinweise,9,4367506,99.94189991,
1453,Cafeteria Angebot :,9,4367515,99.94210586,
1454,Foodhopper am IKMZ,9,4367524,99.94231181,
1455,Internationale Woche,9,4367533,99.94251775,
1456,Bio-Beilagen,9,4367542,99.9427237,
1457,Food Hopper,9,4367551,99.94292965,
1458,xWOK 2 Aktion,9,4367560,99.9431356,
1459,Cafeteria von 8:00-14:30 Uhr in der Mensa:,9,4367569,99.94334154,
1460,Veganes Tagesangebot ..,9,4367578,99.94354749,
1461,Cafeteria Angebot von 8:00 -14:30 Uhr :,9,4367587,99.94375344,
1462,Oktoberfest,9,4367596,99.94395939,
1463,Foodtruck,8,4367604,99.94414245,
1464,Tagesangebote,8,4367612,99.94432552,
1465,Speisenangebot2,8,4367620,99.94450858,
1466,Oma kocht vegan,8,4367628,99.94469165,
1467,Menüvorschlag vegan / Theke 1 + 6,8,4367636,99.94487471,
1468,Tagesgericht Empore,8,4367644,99.94505777,
1469,Vegane Aktion .,8,4367652,99.94524084,
1470,Saisonal,8,4367660,99.9454239,
1471,Imbiss 6,8,4367668,99.94560697,
1472,Heute in der Cafeteria:,8,4367676,99.94579003,
1473,Tellergericht Fisch,8,4367684,99.9459731,
1474,Auswahlgericht veget. 2,8,4367692,99.94615616,
1475,AktionsBar,8,4367700,99.94633923,
1476,Cafeteria Anbgebot ab 8:00 Uhr :,8,4367708,99.94652229,
1477,Abend 6,8,4367716,99.94670535,
1478,Cafeteria Angebot ab  8:00 Uhr :,8,4367724,99.94688842,
1479,Komponente 1   ,8,4367732,99.94707148,
1480,Cafeteria Angebot  Mo-Do 08:00 - 15:00 Uhr  Fr        08:00 - 14:30 Uhr,8,4367740,99.94725455,
1481,Pommes frites,8,4367748,99.94743761,
1482,Tellergericht 8,8,4367756,99.94762068,
1483,Vegetarisches aus Wok und Pfanne,8,4367764,99.94780374,
1484,Ausgabe 1 Pfälzer Gericht der Woche,8,4367772,99.94798681,
1485,Ausgabe 1 Pfälzer Gericht der Woche Fleischlose Alternative,8,4367780,99.94816987,
1486,Sommer-Mensa To-Go im Atrium Fleischlose Alternative,8,4367788,99.94835293,
1487,Grill NEU,8,4367796,99.948536,
1488,Sommer-Mensa To-Go im Atrium,8,4367804,99.94871906,
1489,Speisenangebot 2.,8,4367812,99.94890213,
1490,Tellergericht 4 e,8,4367820,99.94908519,
1491,Angebot im Erdgeschoss,8,4367828,99.94926826,
1492,Tellergericht 4++,8,4367836,99.94945132,
1493,Beilagen Mensen Preis 2,7,4367843,99.9496115,
1494,Wahlbuffet Aschermittwoch-buffet,7,4367850,99.94977168,
1495,PRIMA KLIMA,7,4367857,99.94993187,
1496,"Tagessuppe 1,00 €",7,4367864,99.95009205,
1497,SATTMACHER,7,4367871,99.95025223,
1498,Angebot zur Spargelwoche,7,4367878,99.95041241,
1499,Burritos Mexikanisch,7,4367885,99.95057259,
1500,FLEISCH UND FISCH,7,4367892,99.95073277,
1501,Abendessen - Oktoberfest,7,4367899,99.95089295,
1502,Weihnachtsessen TP,7,4367906,99.95105314,
1503,Frühstück,7,4367913,99.95121332,
1504,Menü 2 Tagestipp,7,4367920,99.9513735,
1505,TOPF UND PFANNE,7,4367927,99.95153368,
1506,xmensaVital,7,4367934,99.95169386,
1507,Pasta pro Portion oder nach Gewicht (pro 100g)  ,7,4367941,99.95185404,
1508,Angebot zum Unitag,7,4367948,99.95201422,
1509,Angebot im 2.Obergeschoß,7,4367955,99.95217441,
1510,Tagesaktion 4,7,4367962,99.95233459,
1511,Schneller Teller - Aktion,7,4367969,99.95249477,
1512,Cafeteria Angebot von 8:00-14:30 Uhr!,7,4367976,99.95265495,
1513,Pfanne am Grill,7,4367983,99.95281513,
1514,Grillstation ,7,4367990,99.95297531,
1515,Cafeteria klassisch,7,4367997,99.95313549,
1516,Nachmittagsangebot I,7,4368004,99.95329568,
1517,Tellergericht 2++,7,4368011,99.95345586,
1518,Hausgemachte Pasta,7,4368018,99.95361604,
1519,Grillfest: Krakauer,6,4368024,99.95375334,
1520,Grillfest: Bratwurst,6,4368030,99.95389063,
1521,Cafeteria Snacks,6,4368036,99.95402793,
1522,Aktion zur Spargelwoche,6,4368042,99.95416523,
1523,Essen 16,6,4368048,99.95430253,
1524,Leer,6,4368054,99.95443983,
1525,Grillfest: Putensteak,6,4368060,99.95457713,
1526,Abend - Pizza,6,4368066,99.95471443,
1527,Cordon Bleu,6,4368072,99.95485172,
1528,Speisenangebot 1.,6,4368078,99.95498902,
1529,Ofen - Menü,6,4368084,99.95512632,
1530,Soja Bolognese,6,4368090,99.95526362,
1531,Heute in der Cafeteria Essen 4!,6,4368096,99.95540092,
1532,Angebot 4  in der Cafeteria,6,4368102,99.95553822,
